Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
250703-118,2025-07-03,40003951628,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,2142.000,2142.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-03,"","Juglas iela 20, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419658583
250704-114,2025-07-04,40003951628,"ANESTEZIOLOGS, REANIMATOLOGS",Veselības aprūpe / Sociālā aprūpe,15.100,18.460,"",Summētais darba laiks,"",2025-08-04,"","Linezera iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419830788
250702-38,2025-07-02,40003951628,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,2440.000,2676.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-02,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419384307
250702-41,2025-07-02,40003951628,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,2440.000,2440.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-02,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419386500
250702-54,2025-07-02,40003951628,RADIOGRĀFERS,Veselības aprūpe / Sociālā aprūpe,9.060,10.760,Viena vesela slodze,Summētais darba laiks,"",2025-08-02,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419400121
250702-146,2025-07-02,40003951628,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,815.000,815.000,"",Normālais darba laiks,"",2025-08-02,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419448719
250707-24,2025-07-07,40003951628,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,4.880,5.370,"",Summētais darba laiks,"",2025-08-07,"","Lielvārdes iela 68, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419963204
250707-71,2025-07-07,40003951628,HEMATOLOGS,Veselības aprūpe / Sociālā aprūpe,1679.300,1679.300,Nepilna slodze,Normālais darba laiks,"",2025-08-07,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420013815
250707-70,2025-07-07,40003951628,Pamatdarbības atbalsta struktūrvienības VADĪTĀJS/ DIREKTORS,Veselības aprūpe / Sociālā aprūpe,327.620,327.620,Nepilna slodze,Nepilnais darba laiks,"",2025-08-07,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420013067
250707-68,2025-07-07,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1342.000,1342.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-07,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420010039
250707-69,2025-07-07,40003951628,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,5.250,5.250,Viena vesela slodze,Summētais darba laiks,"",2025-08-07,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420011967
250708-58,2025-07-08,40003951628,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,1064.000,1064.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-07,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420137286
250709-35,2025-07-09,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1552.000,1552.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-09,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420279314
250709-41,2025-07-09,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,8.030,8.030,"",Summētais darba laiks,"",2025-08-09,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420286182
250709-124,2025-07-09,40003951628,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,5.270,5.850,"",Summētais darba laiks,"",2025-08-09,"","Upeslejas, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420324915
250709-149,2025-07-09,40003951628,PNEIMONOLOGS,Veselības aprūpe / Sociālā aprūpe,13.320,13.320,Nepilna slodze,"","",2025-08-09,"","Lielvārdes iela 68, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420329612
250709-159,2025-07-09,40003951628,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,4.760,4.760,Viena vesela slodze,Summētais darba laiks,"",2025-08-09,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420332335
250711-67,2025-07-11,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,8.039,8.039,"",Summētais darba laiks,"",2025-08-01,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420528639
250711-137,2025-07-11,40003951628,LABORATORIJAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2300.000,2610.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-04,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420564926
250714-98,2025-07-14,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,8.030,8.030,"",Summētais darba laiks,"",2025-08-14,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420659360
250714-126,2025-07-14,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,8.030,8.030,"",Summētais darba laiks,"",2025-08-14,"","Upeslejas, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420672275
250715-113,2025-07-15,40003951628,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,851.000,933.000,Viena vesela slodze,Maiņu darbs,"",2025-08-05,"","Upeslejas, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420800349
250716-99,2025-07-16,40003951628,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,4.760,4.760,Viena vesela slodze,Summētais darba laiks,"",2025-08-06,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420885944
250716-140,2025-07-18,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1342.000,1342.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-17,"","Hipokrāta iela 2 un/vai Lielvārdes iela 68, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420905990
250717-41,2025-07-17,40003951628,PROJEKTA VADĪTĀJS,Cita,2420.000,2420.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420959518
250717-125,2025-07-17,40003951628,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,13.380,13.380,Viena vesela slodze,Summētais darba laiks,"",2025-08-17,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421008803
250717-142,2025-07-17,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1527.000,1527.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-17,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421013726
250718-7,2025-07-18,40003951628,VECĀKAIS GRĀMATVEDIS,Bankas / Apdrošināšana / Finanses/Grāmatvedība,1890.000,1890.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-01,"","Hipokrāta iela 2 k-3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421036016
250718-147,2025-07-18,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,9.110,9.110,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421112422
250721-140,2025-07-21,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,8.030,8.030,Viena vesela slodze,Summētais darba laiks,"",2025-08-21,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421232513
250722-134,2025-07-22,40003951628,"SILTUMAPGĀDES, VENTILĀCIJAS UN SALDĒŠANAS TEHNIĶIS",Cita,1015.000,1015.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-22,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421318278
250722-138,2025-07-22,40003951628,SANTEHNIĶIS,Cita,840.000,840.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-22,"","Hipokrāta iela 2 un Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421319837
250722-139,2025-07-22,40003951628,ELEKTRIĶIS,Elektronika / Enerģētika / Elektroenerģija,840.000,840.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-22,"","Hipokrāta iela 2 un Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421321248
250722-152,2025-07-22,40003951628,NOLIKTAVAS PĀRZINIS,Transports / Loģistika,2090.000,2090.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-03,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421329918
250722-204,2025-07-22,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1342.000,1342.000,Viena vesela slodze,"","",2025-08-22,"","Hipokrāta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421350693
250723-48,2025-07-23,40003951628,MEDICĪNAS FIZIKĀLO TEHNOLOĢIJU INŽENIERIS,Veselības aprūpe / Sociālā aprūpe,1645.000,1645.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-06,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421398819
250725-46,2025-07-25,40003951628,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,5.250,5.250,Nepilna slodze,"","",2025-08-25,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421631134
250728-144,2025-07-28,40003951628,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,2330.000,2330.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-28,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421813830
250728-148,2025-07-28,40003951628,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,2330.000,2330.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-28,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421815312
250729-109,2025-07-29,40003951628,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,6.660,6.660,Viena vesela slodze,Summētais darba laiks,"",2025-08-19,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421910038
250729-168,2025-07-29,40003951628,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,880.000,978.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-19,"","Juglas iela 20, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421942738
250729-170,2025-07-29,40003951628,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,5.270,5.850,Viena vesela slodze,Summētais darba laiks,"",2025-08-19,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421944368
250730-99,2025-07-30,40003951628,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,7.690,7.690,Viena vesela slodze,Summētais darba laiks,"",2025-09-29,"","Hipokrāta iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422032803
250613-58,2025-06-13,90000013926,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1400.000,1630.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-08,"","Sēlpils iela 9, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/417805570
250613-59,2025-06-13,90000013926,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1352.000,1771.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-08,"","Sēlpils iela 9, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/417805998
250721-148,2025-07-21,90000013926,KVALITĀTES VADĪBAS SISTĒMU SPECIĀLISTS,Veselības aprūpe / Sociālā aprūpe,1600.000,1600.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-20,"","Sēlpils iela 9, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421234561
250730-114,2025-07-30,90000013926,ĀRSTNIECĪBAS IESTĀDES KLIENTU UN PACIENTU REĢISTRATORS,Veselības aprūpe / Sociālā aprūpe,550.000,550.000,Nepilna slodze,Nepilnais darba laiks,20,2025-08-12,"","Slimnīcas iela 25, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/422040889
250721-75,2025-07-21,40003342456,SISTĒMANALĪTIĶIS,Informācijas tehnoloģijas / Telekomunikācijas,2500.000,2500.000,Viena vesela slodze,"","",2025-08-03,"","Cēsu iela 3 k-3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421196348
250721-85,2025-07-21,40003342456,INFORMĀCIJAS TEHNOLOĢIJU (IT) PAKALPOJUMU PĀRVALDĪBAS PROCESU VADĪTĀJS,Informācijas tehnoloģijas / Telekomunikācijas,2800.000,2800.000,Viena vesela slodze,"","",2025-08-03,"","Cēsu iela 31 k-3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421201359
250609-1,2025-06-09,90001262846,GLĀBĒJS,Drošība / Glābšanas dienesti / Aizsardzība,8.333,8.333,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Rīgas iela 30, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417220568
250325-73,2025-03-25,90001262846,PAŠVALDĪBAS POLICIJAS JAUNĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1400.000,1600.000,Viena vesela slodze,Summētais darba laiks,"",2025-09-30,"","Rīgas iela 30, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/409674277
250711-110,2025-07-21,40003223971,JURISTS,Jurisprudence / Tieslietas,1500.000,1500.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","18. novembra iela 41, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420546422
250711-112,2025-07-21,40003223971,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Veselības aprūpe / Sociālā aprūpe,1500.000,1500.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","18. novembra iela 41, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420548041
250711-114,2025-07-21,40003223971,TEHNISKĀS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS,Veselības aprūpe / Sociālā aprūpe,2100.000,2100.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","18. novembra iela 41, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420550236
250724-142,2025-07-25,40003223971,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1800.000,1800.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-20,"","18. novembra iela 41, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/421573687
250724-12,2025-07-24,40900040161,VECĀKAIS EKSPERTS,Izglītība / Zinātne,1740.000,1740.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-06,"","Dubultu prospekts 1, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/421490527
250701-24,2025-07-01,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419208131
250701-32,2025-07-01,90000027165,NAMDARIS,Valsts pārvalde,775.000,1245.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419209188
250701-33,2025-07-01,90000027165,TEHNISKAIS INSPEKTORS,Valsts pārvalde,1125.000,1820.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419209708
250701-52,2025-07-01,90000027165,IESLODZĪJUMA VIETAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1750.000,1945.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419218100
250701-30,2025-07-01,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419208717
250701-62,2025-07-01,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419229494
250701-64,2025-07-01,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419230190
250701-67,2025-07-01,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/419232049
250701-75,2025-07-01,90000027165,TEHNISKAIS INSPEKTORS,Valsts pārvalde,1125.000,1820.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419235325
250701-63,2025-07-01,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419229844
250701-74,2025-07-01,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419234941
250701-79,2025-07-01,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419236210
250701-76,2025-07-01,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419235720
250701-87,2025-07-01,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419240229
250703-67,2025-07-03,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419612494
250703-68,2025-07-03,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419612957
250703-70,2025-07-03,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419614042
250701-89,2025-07-01,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419241125
250701-90,2025-07-01,90000027165,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419241305
250701-92,2025-07-01,90000027165,"DERMATOLOGS, VENEROLOGS",Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419241799
250701-98,2025-07-01,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419242534
250701-99,2025-07-01,90000027165,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419242810
250701-95,2025-07-01,90000027165,NARKOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419242042
250701-96,2025-07-01,90000027165,PEDIATRS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2025-08-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419242263
250703-72,2025-07-03,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419614152
250703-76,2025-07-03,90000027165,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1765.000,2005.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419614302
250703-75,2025-07-03,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419614240
250701-103,2025-07-01,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419245784
250701-107,2025-07-01,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419246470
250701-117,2025-07-01,90000027165,NEATLIEKAMĀS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419248045
250701-114,2025-07-01,90000027165,ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419247132
250701-126,2025-07-01,90000027165,RADIOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Nepilnais darba laiks,20,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419251130
250701-127,2025-07-01,90000027165,VIRSMĀSA,Veselības aprūpe / Sociālā aprūpe,2110.000,2110.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419251219
250701-121,2025-07-01,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Nepilna slodze,Normālais darba laiks,20,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419248519
250602-33,2025-06-18,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/416370517
250602-50,2025-06-18,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/416383187
250602-49,2025-06-18,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-31,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/416382800
250701-119,2025-07-01,90000027165,PNEIMONOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Nepilnais darba laiks,20,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419248354
250703-69,2025-07-03,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419613730
